source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD014557-Sample-249	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-250	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-251	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-252	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-253	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-254	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-255	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-256	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-257	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-258	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-259	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-260	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-261	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-262	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-263	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-264	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-265	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-266	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-267	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-268	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-269	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-270	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-271	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-272	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-273	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-274	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-275	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-276	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-277	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-278	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-279	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-280	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
