ID,PXD,Raw Data File,Characteristics[CellLine],Characteristics[CleavageAgent],Characteristics[Label],Characteristics[MaterialType],Characteristics[Modification],Characteristics[Modification].1,Characteristics[Modification].2,Characteristics[Modification].3,Characteristics[Organism],Characteristics[ReductionReagent],Characteristics[Time],Characteristics[Temperature],Characteristics[Treatment],Characteristics[Bait],FactorValue[Bait],Comment[AcquisitionMethod],Comment[EnrichmentMethod],Comment[FlowRateChromatogram],Comment[FractionationMethod],Comment[FractionIdentifier],Comment[FragmentationMethod],Comment[FragmentMassTolerance],Comment[GradientTime],Comment[Instrument],Comment[IonizationType],Comment[MS2MassAnalyzer],Comment[NumberOfMissedCleavages],Comment[PrecursorMassTolerance],Comment[Separation],Characteristics[Age],Characteristics[AlkylationReagent],Characteristics[AnatomicSiteTumor],Characteristics[AncestryCategory],Characteristics[BMI],Characteristics[BiologicalReplicate],Characteristics[CellPart],Characteristics[CellType],Characteristics[Compound],Characteristics[ConcentrationOfCompound],Characteristics[Depletion],Characteristics[DevelopmentalStage],Characteristics[Disease],Characteristics[DiseaseTreatment],Characteristics[GeneticModification],Characteristics[Genotype],Characteristics[GrowthRate],Characteristics[NumberOfBiologicalReplicates],Characteristics[NumberOfSamples],Characteristics[NumberOfTechnicalReplicates],Characteristics[OrganismPart],Characteristics[OriginSiteDisease],Characteristics[PooledSample],Characteristics[SamplingTime],Characteristics[Sex],Characteristics[Specimen],Characteristics[SpikedCompound],Characteristics[Staining],Characteristics[Strain],Characteristics[SyntheticPeptide],Characteristics[TumorCellularity],Characteristics[TumorGrade],Characteristics[TumorSize],Characteristics[TumorSite],Characteristics[TumorStage],Comment[CollisionEnergy],Comment[NumberOfFractions],Usage
832,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT126,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Wuhan-Hu-1,Wuhan-Hu-1,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
833,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT127N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
834,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT127C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Delta 21I,Delta 21I,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
835,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT128N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,GFP control,GFP control,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
836,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT128C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Wuhan-Hu-1,Wuhan-Hu-1,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
837,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT129N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
838,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT129C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Delta 21I,Delta 21I,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
839,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT130N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,GFP control,GFP control,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
840,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT130C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Wuhan-Hu-1,Wuhan-Hu-1,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
841,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT131N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
842,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT131C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Delta 21I,Delta 21I,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
843,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT132N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
844,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT132C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Delta 21I,Delta 21I,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
845,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT133N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
846,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT133C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Delta 21I,Delta 21I,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
847,PXD061195,01-043-VGL-20220530-nsp32-TMT16-10C_2.raw,HEK293T cells,Trypsin/Lys-C,TMT134N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,GFP control,GFP control,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,10% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
848,PXD061195,01-043-VGL-20220530-nsp32-TMT16-20C_3.raw,HEK293T cells,Trypsin/Lys-C,TMT126,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Wuhan-Hu-1,Wuhan-Hu-1,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,20% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
849,PXD061195,01-043-VGL-20220530-nsp32-TMT16-20C_3.raw,HEK293T cells,Trypsin/Lys-C,TMT127N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,20% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
850,PXD061195,01-043-VGL-20220530-nsp32-TMT16-20C_3.raw,HEK293T cells,Trypsin/Lys-C,TMT127C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Delta 21I,Delta 21I,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,20% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
851,PXD061195,01-043-VGL-20220530-nsp32-TMT16-20C_3.raw,HEK293T cells,Trypsin/Lys-C,TMT128N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,GFP control,GFP control,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,20% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
852,PXD061195,01-043-VGL-20220530-nsp32-TMT16-20C_3.raw,HEK293T cells,Trypsin/Lys-C,TMT128C,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Wuhan-Hu-1,Wuhan-Hu-1,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,20% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Public
853,PXD061195,01-043-VGL-20220530-nsp32-TMT16-20C_3.raw,HEK293T cells,Trypsin/Lys-C,TMT129N,cell line,Methionine Oxidation,N-terminal Acetylation,Lysine TMTpro,Cys Carbamidomethylation,9606 (Homo sapiens),TCEP,24 hours,37°C,Immunoprecipation,Omicron 21K,Omicron 21K,DDA,FLAG co-Immunoprecipitation,500 nL/min,RP-HPLC,20% C,HCD,0.02 Da,130 min,Thermo Orbitrap Exploris 480,ESI,Orbitrap,2,20 ppm,C18 reversed-phase,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Private
