source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000281-Sample-294	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-295	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-296	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-297	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-298	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-299	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-300	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-301	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-302	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-303	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-304	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-305	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr15.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-306	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr15.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-307	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr15.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-308	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr15.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-309	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-310	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-311	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-312	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr43.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-313	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr11.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-314	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr11.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-315	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr11.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-316	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr11.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-317	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-318	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-319	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-320	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-321	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr03.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-322	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr03.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-323	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr03.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-324	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr03.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
