source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000376-Sample-221	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 221	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	CD4_IG_core_2.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-222	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 222	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B49.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-223	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 223	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_SCX_later_Elite_f14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-224	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 224	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-225	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 225	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-226	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 226	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-227	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 227	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-228	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 228	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_nuclear_RPLC_B9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-229	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 229	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B31.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-230	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 230	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-231	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 231	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_C5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-232	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 232	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_B11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-233	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 233	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f20.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-234	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 234	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	A6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-235	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 235	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-236	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 236	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-237	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 237	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	A1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-238	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 238	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B54.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-239	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 239	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B30.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-240	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 240	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-241	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 241	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-242	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 242	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_B5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-243	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 243	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_nuclear_RPLC_B7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-244	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 244	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-245	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 245	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B28.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-246	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 246	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-247	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 247	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	NaiveCD4T_nuclear_f5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-248	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 248	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-249	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 249	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	B2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
