source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000605-Sample-336	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_34.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-337	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-338	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-339	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-340	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-341	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-342	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-343	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-344	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-345	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-346	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-347	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-348	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp3_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-349	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-350	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-351	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-352	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-353	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-354	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-355	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-356	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-357	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-358	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-359	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-360	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-361	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-362	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-363	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-364	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-365	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-366	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-367	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-368	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-369	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-370	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-371	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-372	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp2_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-373	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	not applicable	10 ppm	0.6 Da	orbitrap	EH_Exp1_41_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
