source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005354-Sample-631	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 631	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01337_G06_P013155_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-632	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 632	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01334_A01_P013148_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-633	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 633	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01334_E01_P013148_S00_N05_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-634	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 634	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01331_A03_P013143_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-635	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 635	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_D04_P012695_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-636	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 636	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_D04_P013106_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-637	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 637	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_B05_P012911_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-638	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 638	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01336_F05_P013153_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-639	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 639	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01252_F04_P013025_S00_N06_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-640	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 640	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01258_G06_P013099_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-641	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 641	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_C06_P012339_B00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-642	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 642	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01254_H04_P013031_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-643	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 643	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_G01_P013026_S00_N07_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-644	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 644	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01263_H01_P013130_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-645	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 645	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01267_D01_P013137_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-646	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 646	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01214_F02_P012340_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-647	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 647	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01261_D03_P013103_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-648	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 648	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01335_C02_P013150_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-649	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 649	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01267_H03_P013137_S00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-650	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 650	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01260_B01_P013101_S00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-651	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 651	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01261_F01_P013103_S00_N06_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-652	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 652	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01338_H02_P013156_S00_N16_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-653	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 653	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_H04_P012339_B00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-654	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 654	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_D05_P013027_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-655	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 655	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01263_G03_P013130_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-656	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 656	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_F02_P013105_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-657	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 657	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01335_F04_P013151_S00_N06_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-658	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 658	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01335_A06_P013151_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-659	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 659	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_F01_P013105_S00_N06_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-660	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 660	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00107_E04_P012580_S00_N05_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-661	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 661	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01336_H05_P013153_S00_N16_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-662	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 662	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01260_B02_P013101_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-663	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 663	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01260_C02_P013101_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-664	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 664	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01252_B02_P012914_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-665	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 665	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01332_C02_P013144_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-666	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 666	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01335_A01_P013150_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
