source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[enrichment process]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]	sampleChecksum	sampleAccession
PXD002870-CEJ_CTRL_Heart_Mito_d00	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d00_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d00_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	67b11beb1393cadf2c0c14dcc4d870c11202cc9005670362a5ee79aa689f4c76	SAMEA7712521
PXD002870-CEJ_CTRL_Heart_Mito_d01	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	ee6a01fe75e30780008d948047a9cd238865616283f4be5dcc6dcbfb72f3d25b	SAMEA7712522
PXD002870-CEJ_CTRL_Heart_Mito_d03	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8913c4d4aa91fba03963b792c00812860c19dc3b70d674c839873707ca223e87	SAMEA7712523
PXD002870-CEJ_CTRL_Heart_Mito_d03	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d03-2_A11.raw	2	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d03-2_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8913c4d4aa91fba03963b792c00812860c19dc3b70d674c839873707ca223e87	SAMEA7712523
PXD002870-CEJ_CTRL_Heart_Mito_d05	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	a55bbc8ea8e782b560c348a453f33019911319d136d8142d8b9ada8dffd3b4de	SAMEA7712524
PXD002870-CEJ_CTRL_Heart_Mito_d07	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	a84fbf5c5852ea5364b81fcd6678a82c9a7191b24c83df7d78e11d06bb7a963d	SAMEA7712525
PXD002870-CEJ_CTRL_Heart_Mito_d10	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	a6219e78adb9c674d5d6fa149f1ec4da8073698f90a514ba3e1fb4dfb5b318d7	SAMEA7712526
PXD002870-CEJ_CTRL_Heart_Mito_d14	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 11	CEJ_CTRL_Heart_Mito_d14_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Mito_d14_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	de44076d1a2d362f2db06909c1c41811293e30a0e74d4bb939270396e118a271	SAMEA7712527
PXD002870-CEJ_ISO_Heart_Mito_d01	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 11	CEJ_ISO_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	be72bc50b3f3f3321e2596b48d97e291f6e1a023b79d01adf68a968087d5a228	SAMEA7712528
PXD002870-CEJ_ISO_Heart_Mito_d03	Mus musculus	CE/J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 11	CEJ_ISO_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	85fbcfa83a1c4803059a20cbe699f329201ed503b0594e764cd46be0271938b4	SAMEA7712529
PXD002870-DBA_CTRL_Heart_Mito_d00	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d00_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d00_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	ca165cada24624009bc0c98ddb0b0aa6c74727d7d198a0b98e5d0c99099db590	SAMEA7712530
PXD002870-DBA_CTRL_Heart_Mito_d01	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	c58f09ccb4be3d90034e164185fa4ba503c06797f9b95c3b09a96530acfcda06	SAMEA7712531
PXD002870-DBA_CTRL_Heart_Mito_d03	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8ceebc5654fcf534e17b75357346223af4cec683ada91adb8d59b4a5a613d155	SAMEA7712532
PXD002870-DBA_CTRL_Heart_Mito_d03	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d03-2_A11.raw	2	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d03-2_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8ceebc5654fcf534e17b75357346223af4cec683ada91adb8d59b4a5a613d155	SAMEA7712532
PXD002870-DBA_CTRL_Heart_Mito_d05	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	cc96857b7bf442ce8c492c54e1f46d8769e8324c2b1a87dd7a80b259d0380149	SAMEA7712533
PXD002870-DBA_CTRL_Heart_Mito_d07	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	c0bedd3cc6752f34d1dbe9d5fa3721bb3dc63a8bfe20bff294f6ef3c1c15efe1	SAMEA7712534
PXD002870-DBA_CTRL_Heart_Mito_d10	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	2a33d3caf56302915af5c2032f7cf858de4a8177bdac19513fed0075922c0de7	SAMEA7712535
PXD002870-DBA_CTRL_Heart_Mito_d14	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 11	DBA_CTRL_Heart_Mito_d14_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Mito_d14_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	1a50da3a45d166cd272315cd4c7b540539f0a9e73da733e8ef97b0609ab83f93	SAMEA7712536
PXD002870-DBA_ISO_Heart_Mito_d01	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 11	DBA_ISO_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	dd81d041107c520cafef1b7690ce3f5ae3a7711c3e8a345723ea11dbcb896e0e	SAMEA7712537
PXD002870-DBA_ISO_Heart_Mito_d03	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 11	DBA_ISO_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	ce59e24e0902c152817d7fdd1b69b78750b8f6b5b916a5b945ad9cbc11540fef	SAMEA7712538
PXD002870-DBA_ISO_Heart_Mito_d05	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 11	DBA_ISO_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	af4de03254aa4a21b067f453ba645592aa7bf5a91fd03722087cb3f0f80f48a4	SAMEA7712539
PXD002870-DBA_ISO_Heart_Mito_d07	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 11	DBA_ISO_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	6cfe61ffce67cc50c2233674d893b2117eb36f8da14a7c8ecf5f9d1eb0370a2b	SAMEA7712540
PXD002870-DBA_ISO_Heart_Mito_d10	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 11	DBA_ISO_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	bb9ce968c1fafddffc5644dba9f20cb107f88e40e18c078a0eb0813a2cbed91f	SAMEA7712541
PXD002870-DBA_ISO_Heart_Mito_d14	Mus musculus	DBA/2J	Heart	cardiac	Mitochondrion	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 11	DBA_ISO_Heart_Mito_d14_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Mito_d14_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	ac57cc6b2e213f7f4627e1318e2df97cf444a014c17ca09720fdb3349b12ff27	SAMEA7712542
PXD002870-FVB_CTRL_Heart_Mito_d00	Mus musculus	FVB/NJ	Heart	cardiac	Mitochondrion	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 11	FVB_CTRL_Heart_Mito_d00_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Mito_d00_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	b375e76ead1112066b32269837cf70f55e024933b313f51b056e4c9a803fcad4	SAMEA7712543
PXD002870-FVB_CTRL_Heart_Mito_d01	Mus musculus	FVB/NJ	Heart	cardiac	Mitochondrion	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 11	FVB_CTRL_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	52c058d68fd106bff25505d518bae8ac2113eaab7bfff3f496b47b018dfefd45	SAMEA7712544
PXD002870-FVB_CTRL_Heart_Mito_d03	Mus musculus	FVB/NJ	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	FVB_CTRL_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	347f5d5c9197fa378220cf2f0ad061c74b1224b6e772e9207dfab6ef5ac4a5ff	SAMEA7712545
