field,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
cleavage_agent,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
enrichment_method,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
fractionation_method,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_reagent,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_reagent,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
collision_energy,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ionization_type,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
mass_analyzer,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
alkylation_concentration,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
reduction_concentration,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
ptm,technical,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_biological_replicates,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_technical_replicates,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
number_of_fractions,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
factor_value,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
experimental_design,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
number_of_samples,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
biological_replicate,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
technical_replicate,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
technology_type,experimental_design,Annotator2,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
species,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
tissue,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
disease_state,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
cell_type,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
cell_line,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
sex,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
age,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
sample_source,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
anatomic_site_tumor,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
BMI,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
strain,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
developmental_stage,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
ethnicity,biological,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
acquisition_method,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
instrument,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
labeling,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
fragmentation_method,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
cleavage_agent,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
enrichment_method,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
fractionation_method,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
reduction_reagent,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
alkylation_reagent,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
collision_energy,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
ionization_type,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
mass_analyzer,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
alkylation_concentration,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
reduction_concentration,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
ptm,technical,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_biological_replicates,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
number_of_technical_replicates,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
number_of_fractions,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
factor_value,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
experimental_design,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_samples,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,-0.3333333333333333
biological_replicate,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
technical_replicate,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
technology_type,experimental_design,Annotator2,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
species,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
tissue,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.2
disease_state,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,1.0
cell_type,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
cell_line,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
sex,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
age,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
sample_source,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
anatomic_site_tumor,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
BMI,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
strain,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
developmental_stage,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
ethnicity,biological,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
acquisition_method,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,1.0
instrument,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
labeling,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.5
fragmentation_method,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.5
cleavage_agent,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
enrichment_method,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
fractionation_method,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
reduction_reagent,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,1.0
alkylation_reagent,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,1.0
collision_energy,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
ionization_type,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
mass_analyzer,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
alkylation_concentration,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
reduction_concentration,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
ptm,technical,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
number_of_biological_replicates,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
number_of_technical_replicates,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
number_of_fractions,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,1.0
factor_value,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.0
experimental_design,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
number_of_samples,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,0.5
biological_replicate,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
technical_replicate,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
technology_type,experimental_design,Annotator2,Annotator7,MultiHuman annotator vs. MultiHuman annotator,4,
species,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
tissue,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.1666666666666666
disease_state,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
cell_type,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545455
cell_line,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
sex,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
age,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
sample_source,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
anatomic_site_tumor,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
BMI,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
strain,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
developmental_stage,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
ethnicity,biological,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
acquisition_method,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
instrument,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
labeling,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545455
fragmentation_method,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
cleavage_agent,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
enrichment_method,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
fractionation_method,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
reduction_reagent,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
alkylation_reagent,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
collision_energy,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
ionization_type,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545456
mass_analyzer,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545456
alkylation_concentration,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
reduction_concentration,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
ptm,technical,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
number_of_biological_replicates,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
number_of_technical_replicates,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545455
number_of_fractions,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
factor_value,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.3636363636363634
experimental_design,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
number_of_samples,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
biological_replicate,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
technical_replicate,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
technology_type,experimental_design,Annotator2,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
species,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
tissue,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
disease_state,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
cell_type,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
cell_line,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
sex,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
age,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
sample_source,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
anatomic_site_tumor,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
BMI,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
strain,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
developmental_stage,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
ethnicity,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
acquisition_method,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
instrument,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
labeling,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
fragmentation_method,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
cleavage_agent,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
enrichment_method,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
fractionation_method,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
reduction_reagent,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
alkylation_reagent,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
collision_energy,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
ionization_type,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
mass_analyzer,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
alkylation_concentration,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
