source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004732-Sample-881	Homo sapiens	not available	not available	not available	not available	not available	run 881	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BC2-TUM_first_pool_53_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-882	Homo sapiens	not available	not available	not available	not available	not available	run 882	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BD3-Thermo_SRM_Pool_20_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-883	Homo sapiens	not available	not available	not available	not available	not available	run 883	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BC2-TUM_second_pool_77_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-884	Homo sapiens	not available	not available	not available	not available	not available	run 884	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BF1-TUM_second_pool_72_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-885	Homo sapiens	not available	not available	not available	not available	not available	run 885	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BE3-Thermo_SRM_Pool_21_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-886	Homo sapiens	not available	not available	not available	not available	not available	run 886	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BG4-TUM_first_pool_73_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-887	Homo sapiens	not available	not available	not available	not available	not available	run 887	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BA1-TUM_second_pool_67_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-888	Homo sapiens	not available	not available	not available	not available	not available	run 888	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BH6-Thermo_SRM_Pool_48_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-889	Homo sapiens	not available	not available	not available	not available	not available	run 889	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BB10-Thermo_SRM_Pool_74_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-890	Homo sapiens	not available	not available	not available	not available	not available	run 890	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GB4-TUM_first_pool_26_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-891	Homo sapiens	not available	not available	not available	not available	not available	run 891	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GA3-TUM_first_pool_115_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-892	Homo sapiens	not available	not available	not available	not available	not available	run 892	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01952a_BC3-TUM_second_pool_134_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-893	Homo sapiens	not available	not available	not available	not available	not available	run 893	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BC3-Thermo_SRM_Pool_19_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-894	Homo sapiens	not available	not available	not available	not available	not available	run 894	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GD3-TUM_first_pool_20_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-895	Homo sapiens	not available	not available	not available	not available	not available	run 895	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BC10-Thermo_SRM_Pool_75_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-896	Homo sapiens	not available	not available	not available	not available	not available	run 896	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BC3-TUM_first_pool_61_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-897	Homo sapiens	not available	not available	not available	not available	not available	run 897	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BH3-Thermo_SRM_Pool_24_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-898	Homo sapiens	not available	not available	not available	not available	not available	run 898	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GB2-TUM_first_pool_10_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-899	Homo sapiens	not available	not available	not available	not available	not available	run 899	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BA3-TUM_second_pool_83_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-900	Homo sapiens	not available	not available	not available	not available	not available	run 900	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BG1-TUM_second_pool_115_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-901	Homo sapiens	not available	not available	not available	not available	not available	run 901	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BD2-TUM_second_pool_120_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-902	Homo sapiens	not available	not available	not available	not available	not available	run 902	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_GC2-TUM_second_pool_45_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-903	Homo sapiens	not available	not available	not available	not available	not available	run 903	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BB2-TUM_second_pool_22_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-904	Homo sapiens	not available	not available	not available	not available	not available	run 904	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640a_BC5-Thermo_SRM_Pool_35_01_01-ETD-1h-R4.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-905	Homo sapiens	not available	not available	not available	not available	not available	run 905	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01952a_BD3-TUM_second_pool_135_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-906	Homo sapiens	not available	not available	not available	not available	not available	run 906	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BE5-TUM_first_pool_79_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-907	Homo sapiens	not available	not available	not available	not available	not available	run 907	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BA9-Thermo_SRM_Pool_65_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-908	Homo sapiens	not available	not available	not available	not available	not available	run 908	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BH3-TUM_second_pool_36_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-909	Homo sapiens	not available	not available	not available	not available	not available	run 909	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BE6-TUM_first_pool_87_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-910	Homo sapiens	not available	not available	not available	not available	not available	run 910	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD5-TUM_first_pool_78_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
