source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006003-Sample-424	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 424	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_69_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-425	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 425	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_67_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-426	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 426	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_15_8.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-427	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 427	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-37_11.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-428	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 428	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180726_SA_MH_PD1_70_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-429	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 429	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130228_MH_TIL-11_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-430	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 430	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20170915_MH_SA_CPT1A-4_1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-431	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 431	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161117_MH_SA_PD1_27-1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-432	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 432	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_67_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-433	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 433	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20140429_MH_TIL_65_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-434	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 434	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_69_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-435	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 435	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20140429_MH_TIL_40_2_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-436	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 436	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180709_MH_SA_PD1_66_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-437	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 437	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20170915_MH_SA_ACAT1-6_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-438	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 438	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_80_4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-439	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 439	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_28_8.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-440	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 440	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_5_5.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-441	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 441	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161117_MH_SA_PD1_21-1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-442	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 442	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161101_MH_SA_PD1_12-1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-443	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 443	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20130104_MH_TIL_19_11_140411154121.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-444	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 444	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180627_MH_SA_PD1_56_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-445	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 445	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Fozzie_20181010_MH_SA_PD1_67_2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-446	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 446	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161101_MH_SA_PD1_1-2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-447	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 447	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161101_MH_SA_PD1_12-2.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-448	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 448	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20140416_MH_TIL_30_3.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-449	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 449	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180726_SA_MH_PD1_69_1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-450	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 450	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180726_SA_MH_PD1_79_1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-451	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 451	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180902_SA_MH_PD1_85_1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-452	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 452	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	Animal_20180902_SA_MH_PD1_72_1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-453	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 453	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161117_MH_SA_PD1_33-1.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
PXD006003-Sample-454	Homo sapiens, Mus musculus	melanoma	stage iv melanoma	melanoma cells	WM266–4, WM115, A375, Mel526, Mel624, Mel76, Mel04, YUMMER1.7	not available	3	not available	not available	run 454	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	Q-Exactive Plus, Q-Exactive HF	NT=Lys-C;AC=MS:1001309	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (TIL, anti-PD1), response (responders, non-responders)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	8 ppm	10 ppm	dithiothreitol	iodoacetamide	20161117_MH_SA_PD1_38-4.raw	v1.1.0	HAMLET-agentic v0.1.0	stage iv melanoma
