source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009602-Sample-340	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 340	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_I_CRC_malignant_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-341	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 341	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_22_HLA-class_I_CRC_malignant_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-342	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 342	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-343	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 343	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_I_CRC_malignant_R1_remnant.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-344	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 344	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-345	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 345	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-346	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 346	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_9_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-347	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 347	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_10_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-348	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 348	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-349	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 349	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-350	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 350	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_II_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-351	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 351	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_1_HLA-class_I_CRC_malignant_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-352	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 352	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_6_HLA-class_I_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-353	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 353	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_13_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-354	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 354	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_II_NMT_benign_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-355	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 355	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_II_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-356	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 356	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_29_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-357	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 357	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_I_CRC_malignant_PA_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-358	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 358	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_I_CRC_malignant_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-359	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 359	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_II_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-360	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 360	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_27_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-361	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 361	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_24_HLA-class_I_CRC_malignant_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-362	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 362	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_9_HLA-class_II_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-363	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 363	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_I_NMT_benign_PA1_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-364	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 364	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_II_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-365	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 365	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_I_CRC_malignant_R3_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-366	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 366	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_3_HLA-class_II_CRC_malignant_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-367	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 367	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-368	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 368	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_II_NMT_benign_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-369	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 369	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_37_HLA-class_I_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-370	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 370	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_CRC_malignant_R_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-371	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 371	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_CRC_malignant_PA2_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-372	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 372	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_16_HLA-class_I_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-373	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 373	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_CRC_malignant_R_remnant.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-374	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 374	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_I_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-375	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 375	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_I_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-376	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 376	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-377	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 377	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-378	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 378	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-379	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 379	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_3_HLA-class_I_CRC_malignant_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-380	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 380	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_3_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-381	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 381	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_II_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-382	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 382	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_27_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-383	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 383	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
